MatchID,MapNum,WinnerOrg,Score,MatchName
530910,all,G2,2-0,Playoffs: Upper Final
530911,231376,NRG,13-2,Playoffs: Lower Round 3
530911,231377,NRG,13-10,Playoffs: Lower Round 3
530911,233203,C9,13-10,Playoffs: Lower Round 3
530911,all,NRG,2-1,Playoffs: Lower Round 3
530912,231378,NRG,13-4,Playoffs: Lower Final
530912,231379,NRG,13-11,Playoffs: Lower Final
530912,231380,SEN,13-10,Playoffs: Lower Final
530912,231381,NRG,13-8,Playoffs: Lower Final
530912,all,NRG,3-1,Playoffs: Lower Final
530913,231383,G2,13-11,Playoffs: Grand Final
530913,231384,G2,13-8,Playoffs: Grand Final
530913,231385,G2,13-10,Playoffs: Grand Final
530913,all,G2,3-0,Playoffs: Grand Final
530924,231388,FNC,13-7,Playoffs: Upper Round 1
530924,231389,BBL,13-7,Playoffs: Upper Round 1
530924,231390,BBL,13-9,Playoffs: Upper Round 1
530924,all,BBL,2-1,Playoffs: Upper Round 1
530925,231391,NAVI,13-5,Playoffs: Upper Round 1
530925,231392,GX,13-8,Playoffs: Upper Round 1
530925,231393,GX,13-6,Playoffs: Upper Round 1
530925,all,GX,2-1,Playoffs: Upper Round 1
530926,231394,KC,14-12,Playoffs: Lower Round 1
530926,231395,FNC,14-12,Playoffs: Lower Round 1
530926,232628,FNC,13-8,Playoffs: Lower Round 1
530926,all,FNC,2-1,Playoffs: Lower Round 1
530927,231397,NAVI,13-7,Playoffs: Lower Round 1
530927,231398,NAVI,13-11,Playoffs: Lower Round 1
530927,all,NAVI,2-0,Playoffs: Lower Round 1
530928,231400,BBL,13-6,Playoffs: Upper Semifinals
530928,231401,BBL,13-11,Playoffs: Upper Semifinals
530928,all,BBL,2-0,Playoffs: Upper Semifinals
530929,231403,TL,13-4,Playoffs: Upper Semifinals
530929,231404,GX,13-11,Playoffs: Upper Semifinals
530929,231405,TL,14-12,Playoffs: Upper Semifinals
530929,all,TL,2-1,Playoffs: Upper Semifinals
530930,231406,GX,13-10,Playoffs: Lower Round 2
530930,231407,GX,13-10,Playoffs: Lower Round 2
530930,all,GX,2-0,Playoffs: Lower Round 2
530931,231409,NAVI,13-3,Playoffs: Lower Round 2
530931,231410,NAVI,13-7,Playoffs: Lower Round 2
530931,all,NAVI,2-0,Playoffs: Lower Round 2
530932,231412,TL,13-10,Playoffs: Upper Final
530932,231413,BBL,13-10,Playoffs: Upper Final
530932,231414,TL,14-12,Playoffs: Upper Final
530932,all,TL,2-1,Playoffs: Upper Final
530933,231415,NAVI,13-6,Playoffs: Lower Round 3
530933,231416,GX,13-6,Playoffs: Lower Round 3
530933,231417,GX,13-4,Playoffs: Lower Round 3
530933,all,GX,2-1,Playoffs: Lower Round 3
530934,231418,GX,13-2,Playoffs: Lower Final
530934,231419,GX,13-8,Playoffs: Lower Final
530934,233349,GX,13-6,Playoffs: Lower Final
530934,all,GX,3-0,Playoffs: Lower Final
530935,231423,TL,13-10,Playoffs: Grand Final
530935,231424,TL,13-9,Playoffs: Grand Final
530935,231425,TL,13-10,Playoffs: Grand Final
530935,all,TL,3-0,Playoffs: Grand Final
536985,232626,ALP,13-4,Showmatch: Override
536985,all,ALP,1-0,Showmatch: Override
538583,232785,EMEA,13-7,Showmatch: Main Event
538583,all,EMEA,1-0,Showmatch: Main Event
542195,233397,PRX,13-9,Group Stage: Opening (A)
542195,233398,PRX,13-5,Group Stage: Opening (A)
542195,all,PRX,2-0,Group Stage: Opening (A)
542196,233400,SEN,13-6,Group Stage: Opening (A)
542196,233401,GX,13-4,Group Stage: Opening (A)
542196,233402,GX,13-9,Group Stage: Opening (A)
542196,all,GX,2-1,Group Stage: Opening (A)
542197,233403,GX,13-11,Group Stage: Winner's (A)
542197,233404,PRX,13-10,Group Stage: Winner's (A)
542197,233405,PRX,13-6,Group Stage: Winner's (A)
542197,all,PRX,2-1,Group Stage: Winner's (A)
542198,233406,SEN,13-10,Group Stage: Elimination (A)
542198,233407,XLG,13-11,Group Stage: Elimination (A)
542198,233408,XLG,13-8,Group Stage: Elimination (A)
542198,all,XLG,2-1,Group Stage: Elimination (A)
542199,233409,GX,14-12,Group Stage: Decider (A)
542199,233410,GX,13-10,Group Stage: Decider (A)
542199,all,GX,2-0,Group Stage: Decider (A)
542200,233412,MIBR,13-2,Group Stage: Opening (B)
542200,233413,MIBR,13-9,Group Stage: Opening (B)
542200,all,MIBR,2-0,Group Stage: Opening (B)
542201,233415,FNC,13-10,Group Stage: Opening (B)
542201,233416,FNC,13-7,Group Stage: Opening (B)
542201,all,FNC,2-0,Group Stage: Opening (B)
542202,233418,MIBR,13-5,Group Stage: Winner's (B)
542202,233419,FNC,13-7,Group Stage: Winner's (B)
542202,233420,FNC,13-10,Group Stage: Winner's (B)
542202,all,FNC,2-1,Group Stage: Winner's (B)
542203,233421,BLG,13-7,Group Stage: Elimination (B)
542203,233422,RRQ,13-8,Group Stage: Elimination (B)
542203,233423,RRQ,13-4,Group Stage: Elimination (B)
542203,all,RRQ,2-1,Group Stage: Elimination (B)
542204,233424,MIBR,13-5,Group Stage: Decider (B)
542204,233425,MIBR,13-5,Group Stage: Decider (B)
542204,all,MIBR,2-0,Group Stage: Decider (B)
542205,233427,KRX,13-8,Group Stage: Opening (C)
542205,233428,KRX,13-10,Group Stage: Opening (C)
542205,all,KRX,2-0,Group Stage: Opening (C)
542207,233430,NRG,17-15,Group Stage: Opening (C)
542207,233431,NRG,13-11,Group Stage: Opening (C)
542207,all,NRG,2-0,Group Stage: Opening (C)
542208,233433,KRX,13-4,Group Stage: Winner's (C)
542208,233434,NRG,13-11,Group Stage: Winner's (C)
542208,233435,NRG,13-11,Group Stage: Winner's (C)
542208,all,NRG,2-1,Group Stage: Winner's (C)
542209,233436,EDG,13-3,Group Stage: Elimination (C)
542209,233437,TL,13-6,Group Stage: Elimination (C)
542209,233438,TL,15-13,Group Stage: Elimination (C)
542209,all,TL,2-1,Group Stage: Elimination (C)
542210,233439,KRX,13-8,Group Stage: Decider (C)
542210,233440,KRX,13-7,Group Stage: Decider (C)
542210,all,KRX,2-0,Group Stage: Decider (C)
542211,233442,TH,13-10,Group Stage: Opening (D)
542211,233443,TH,13-10,Group Stage: Opening (D)
542211,all,TH,2-0,Group Stage: Opening (D)
542212,233445,T1,15-13,Group Stage: Opening (D)
542212,233446,T1,16-14,Group Stage: Opening (D)
542212,all,T1,2-0,Group Stage: Opening (D)
542213,233448,TH,13-10,Group Stage: Winner's (D)
542213,233449,TH,13-11,Group Stage: Winner's (D)
542213,all,TH,2-0,Group Stage: Winner's (D)
542214,233451,G2,13-7,Group Stage: Elimination (D)
542214,233452,G2,13-7,Group Stage: Elimination (D)
542214,all,G2,2-0,Group Stage: Elimination (D)
542215,233454,G2,13-9,Group Stage: Decider (D)
542215,233455,G2,13-8,Group Stage: Decider (D)
542215,all,G2,2-0,Group Stage: Decider (D)
542264,233457,FNC,13-11,Playoffs: Upper Quarterfinals
542264,233458,KRX,13-8,Playoffs: Upper Quarterfinals
542264,233459,FNC,13-5,Playoffs: Upper Quarterfinals
542264,all,FNC,2-1,Playoffs: Upper Quarterfinals
542265,233460,PRX,13-11,Playoffs: Upper Quarterfinals
542265,233461,G2,15-13,Playoffs: Upper Quarterfinals
542265,233462,PRX,13-11,Playoffs: Upper Quarterfinals
542265,all,PRX,2-1,Playoffs: Upper Quarterfinals
542266,233463,MIBR,14-12,Playoffs: Upper Quarterfinals
542266,233464,MIBR,13-6,Playoffs: Upper Quarterfinals
542266,all,MIBR,2-0,Playoffs: Upper Quarterfinals
542267,233466,NRG,13-1,Playoffs: Upper Quarterfinals
542267,233467,NRG,13-6,Playoffs: Upper Quarterfinals
542267,all,NRG,2-0,Playoffs: Upper Quarterfinals
542268,233469,PRX,13-10,Playoffs: Upper Semifinals
542268,233470,FNC,13-4,Playoffs: Upper Semifinals
542268,233471,FNC,13-9,Playoffs: Upper Semifinals
542268,all,FNC,2-1,Playoffs: Upper Semifinals
542269,233472,NRG,16-14,Playoffs: Upper Semifinals
542269,233473,MIBR,13-4,Playoffs: Upper Semifinals
542269,233474,NRG,16-14,Playoffs: Upper Semifinals
542269,all,NRG,2-1,Playoffs: Upper Semifinals
542270,233475,NRG,14-12,Playoffs: Upper Final
542270,233476,NRG,13-5,Playoffs: Upper Final
542270,all,NRG,2-0,Playoffs: Upper Final
542272,233478,NRG,13-3,Playoffs: Grand Final
542272,233479,NRG,13-6,Playoffs: Grand Final
542272,233480,FNC,15-13,Playoffs: Grand Final
542272,233481,FNC,13-8,Playoffs: Grand Final
542272,233482,NRG,13-5,Playoffs: Grand Final
542272,all,NRG,3-2,Playoffs: Grand Final
542273,233483,G2,13-7,Playoffs: Lower Round 1
542273,233484,KRX,13-10,Playoffs: Lower Round 1
542273,233485,KRX,13-7,Playoffs: Lower Round 1
542273,all,KRX,2-1,Playoffs: Lower Round 1
542274,233486,TH,13-4,Playoffs: Lower Round 1
542274,233487,GX,13-3,Playoffs: Lower Round 1
542274,233488,TH,13-9,Playoffs: Lower Round 1
542274,all,TH,2-1,Playoffs: Lower Round 1
542276,233489,MIBR,13-10,Playoffs: Lower Round 2
542276,233490,KRX,15-13,Playoffs: Lower Round 2
542276,233491,KRX,13-10,Playoffs: Lower Round 2
542276,all,KRX,2-1,Playoffs: Lower Round 2
542277,233492,PRX,13-11,Playoffs: Lower Round 2
542277,233493,TH,13-9,Playoffs: Lower Round 2
542277,233494,PRX,13-4,Playoffs: Lower Round 2
542277,all,PRX,2-1,Playoffs: Lower Round 2
542278,233495,KRX,15-13,Playoffs: Lower Round 3
542278,233496,KRX,13-8,Playoffs: Lower Round 3
542278,all,KRX,2-0,Playoffs: Lower Round 3
542279,233498,KRX,13-8,Playoffs: Lower Final
542279,233499,FNC,13-3,Playoffs: Lower Final
542279,233500,FNC,13-11,Playoffs: Lower Final
542279,233501,FNC,13-4,Playoffs: Lower Final
542279,all,FNC,3-1,Playoffs: Lower Final
594740,244304,NAVI,13-11,Main Event: Upper Round 1
594740,244305,NAVI,13-7,Main Event: Upper Round 1
594740,all,NAVI,2-0,Main Event: Upper Round 1
594741,244307,M8,13-8,Main Event: Upper Round 1
594741,244308,M8,13-6,Main Event: Upper Round 1
594741,all,M8,2-0,Main Event: Upper Round 1
594742,244310,BBL,13-10,Main Event: Upper Round 1
594742,244311,PCF,13-7,Main Event: Upper Round 1
594742,244312,BBL,13-4,Main Event: Upper Round 1
594742,all,BBL,2-1,Main Event: Upper Round 1
594743,244313,VIT,13-3,Main Event: Upper Round 1
594743,244314,VIT,13-1,Main Event: Upper Round 1
594743,all,VIT,2-0,Main Event: Upper Round 1
594744,244316,NAVI,13-10,Main Event: Upper Round 2
594744,244317,TH,13-11,Main Event: Upper Round 2
594744,244318,NAVI,13-6,Main Event: Upper Round 2
594744,all,NAVI,2-1,Main Event: Upper Round 2
594745,244319,M8,13-10,Main Event: Upper Round 2
594745,244320,M8,13-10,Main Event: Upper Round 2
594745,all,M8,2-0,Main Event: Upper Round 2
594746,244322,BBL,13-11,Main Event: Upper Round 2
594746,244323,BBL,13-4,Main Event: Upper Round 2
594746,all,BBL,2-0,Main Event: Upper Round 2
594747,244325,VIT,13-11,Main Event: Upper Round 2
594747,244326,TL,14-12,Main Event: Upper Round 2
594747,244327,VIT,13-9,Main Event: Upper Round 2
594747,all,VIT,2-1,Main Event: Upper Round 2
594748,244328,M8,13-7,Main Event: Upper Round 3
594748,244329,M8,13-9,Main Event: Upper Round 3
594748,all,M8,2-0,Main Event: Upper Round 3
594749,244331,BBL,13-9,Main Event: Upper Round 3
594749,244332,BBL,13-8,Main Event: Upper Round 3
594749,all,BBL,2-0,Main Event: Upper Round 3
594750,244334,M8,13-11,Main Event: Upper Final
594750,244335,BBL,15-13,Main Event: Upper Final
594750,244336,BBL,16-14,Main Event: Upper Final
594750,244337,M8,13-4,Main Event: Upper Final
594750,244338,BBL,13-6,Main Event: Upper Final
594750,all,BBL,3-2,Main Event: Upper Final
594751,244339,KC,13-2,Main Event: Middle Round 1
594751,244340,TL,13-8,Main Event: Middle Round 1
594751,244341,TL,13-10,Main Event: Middle Round 1
594751,all,TL,2-1,Main Event: Middle Round 1
594752,244342,FNC,13-3,Main Event: Middle Round 1
594752,244343,FUT,18-16,Main Event: Middle Round 1
594752,244344,FNC,16-14,Main Event: Middle Round 1
594752,all,FNC,2-1,Main Event: Middle Round 1
594753,244345,GX,13-8,Main Event: Middle Round 1
594753,244346,PCF,14-12,Main Event: Middle Round 1
594753,244347,GX,13-10,Main Event: Middle Round 1
594753,all,GX,2-1,Main Event: Middle Round 1
594754,244348,TH,13-7,Main Event: Middle Round 1
594754,244349,TH,13-8,Main Event: Middle Round 1
594754,all,TH,2-0,Main Event: Middle Round 1
594755,244351,FNC,13-5,Main Event: Middle Round 2
594755,244352,FNC,13-9,Main Event: Middle Round 2
594755,all,FNC,2-0,Main Event: Middle Round 2
594756,244354,GX,13-10,Main Event: Middle Round 2
594756,244355,GX,13-7,Main Event: Middle Round 2
594756,all,GX,2-0,Main Event: Middle Round 2
594757,244357,FNC,13-10,Main Event: Middle Round 3
594757,244358,NAVI,13-6,Main Event: Middle Round 3
594757,244359,FNC,17-15,Main Event: Middle Round 3
594757,all,FNC,2-1,Main Event: Middle Round 3
594758,244360,VIT,13-0,Main Event: Middle Round 3
594758,244361,VIT,13-11,Main Event: Middle Round 3
594758,all,VIT,2-0,Main Event: Middle Round 3
594759,244363,FNC,13-5,Main Event: Middle Round 4
594759,244364,FNC,13-8,Main Event: Middle Round 4
594759,all,FNC,2-0,Main Event: Middle Round 4
594760,244366,FNC,13-10,Main Event: Middle Final
594760,244367,FNC,16-14,Main Event: Middle Final
594760,244368,M8,13-6,Main Event: Middle Final
594760,244369,M8,14-12,Main Event: Middle Final
594760,244370,M8,14-12,Main Event: Middle Final
594760,all,M8,3-2,Main Event: Middle Final
594761,244371,KC,14-12,Main Event: Lower Round 1
594761,244372,FUT,13-8,Main Event: Lower Round 1
594761,244373,KC,13-7,Main Event: Lower Round 1
594761,all,KC,2-1,Main Event: Lower Round 1
594762,244374,ULF,13-5,Main Event: Lower Round 1
594762,244375,ULF,13-8,Main Event: Lower Round 1
594762,all,ULF,2-0,Main Event: Lower Round 1
594763,244378,TH,13-8,Main Event: Lower Round 2
594763,244379,TH,13-11,Main Event: Lower Round 2
594763,252723,KC,13-2,Main Event: Lower Round 2
594763,all,TH,2-1,Main Event: Lower Round 2
594764,244380,ULF,13-8,Main Event: Lower Round 2
594764,244382,TL,14-12,Main Event: Lower Round 2
594764,252724,TL,13-5,Main Event: Lower Round 2
594764,all,TL,2-1,Main Event: Lower Round 2
594765,244383,TH,13-5,Main Event: Lower Round 3
594765,244384,TH,13-4,Main Event: Lower Round 3
594765,all,TH,2-0,Main Event: Lower Round 3
594766,244386,TL,13-4,Main Event: Lower Round 3
594766,244387,GX,13-6,Main Event: Lower Round 3
594766,244388,TL,16-14,Main Event: Lower Round 3
594766,all,TL,2-1,Main Event: Lower Round 3
594767,244389,TL,13-11,Main Event: Lower Round 4
594767,244390,TL,13-3,Main Event: Lower Round 4
594767,all,TL,2-0,Main Event: Lower Round 4
594768,244392,VIT,13-8,Main Event: Lower Round 5
594768,244393,TL,13-3,Main Event: Lower Round 5
594768,244394,TL,13-9,Main Event: Lower Round 5
594768,all,TL,2-1,Main Event: Lower Round 5
594769,244395,TL,13-6,Main Event: Lower Final
594769,244396,TL,13-10,Main Event: Lower Final
594769,244397,TL,18-16,Main Event: Lower Final
594769,all,TL,3-0,Main Event: Lower Final
595630,244560,NS,13-5,Main Event: Upper Round 1
595630,244561,NS,13-8,Main Event: Upper Round 1
595630,all,NS,2-0,Main Event: Upper Round 1
595631,244563,FS,13-4,Main Event: Upper Round 1
595631,244564,FS,13-2,Main Event: Upper Round 1
595631,all,FS,2-0,Main Event: Upper Round 1
595632,244567,GE,13-7,Main Event: Upper Round 1
595632,248947,GE,13-7,Main Event: Upper Round 1
595632,all,GE,2-0,Main Event: Upper Round 1
595633,244569,DFM,13-8,Main Event: Upper Round 1
595633,244570,DFM,13-10,Main Event: Upper Round 1
595633,all,DFM,2-0,Main Event: Upper Round 1
595634,244573,NS,13-4,Main Event: Upper Round 2
595634,244574,NS,13-9,Main Event: Upper Round 2
595634,249401,T1,13-9,Main Event: Upper Round 2
595634,all,NS,2-1,Main Event: Upper Round 2
595635,244575,KRX,13-10,Main Event: Upper Round 2
595635,244576,FS,13-8,Main Event: Upper Round 2
595635,244577,FS,13-8,Main Event: Upper Round 2
595635,all,FS,2-1,Main Event: Upper Round 2
595636,244578,PRX,13-10,Main Event: Upper Round 2
595636,244579,GE,13-5,Main Event: Upper Round 2
595636,244580,PRX,13-10,Main Event: Upper Round 2
595636,all,PRX,2-1,Main Event: Upper Round 2
595637,244581,RRQ,13-10,Main Event: Upper Round 2
595637,244582,RRQ,13-5,Main Event: Upper Round 2
595637,all,RRQ,2-0,Main Event: Upper Round 2
595638,244584,NS,14-12,Main Event: Upper Round 3
595638,244585,NS,13-2,Main Event: Upper Round 3
595638,all,NS,2-0,Main Event: Upper Round 3
595639,244587,RRQ,13-6,Main Event: Upper Round 3
595639,244588,RRQ,13-5,Main Event: Upper Round 3
595639,all,RRQ,2-0,Main Event: Upper Round 3
595640,244590,RRQ,14-12,Main Event: Upper Final
595640,244591,NS,13-8,Main Event: Upper Final
595640,244592,NS,13-5,Main Event: Upper Final
595640,244593,RRQ,13-11,Main Event: Upper Final
595640,244594,NS,13-7,Main Event: Upper Final
595640,all,NS,3-2,Main Event: Upper Final
595641,244595,DFM,13-2,Main Event: Middle Round 1
595641,251314,DFM,13-8,Main Event: Middle Round 1
595641,all,DFM,2-0,Main Event: Middle Round 1
595642,244598,GE,13-11,Main Event: Middle Round 1
595642,244599,GE,13-9,Main Event: Middle Round 1
595642,all,GE,2-0,Main Event: Middle Round 1
595643,244601,VL,13-10,Main Event: Middle Round 1
595643,244602,KRX,13-10,Main Event: Middle Round 1
595643,244603,KRX,13-5,Main Event: Middle Round 1
595643,all,KRX,2-1,Main Event: Middle Round 1
595644,244604,GEN,13-7,Main Event: Middle Round 1
595644,244605,T1,13-8,Main Event: Middle Round 1
595644,244606,T1,13-9,Main Event: Middle Round 1
595644,all,T1,2-1,Main Event: Middle Round 1
595645,244607,GE,13-3,Main Event: Middle Round 2
595645,244608,DFM,13-9,Main Event: Middle Round 2
595645,244609,DFM,13-8,Main Event: Middle Round 2
595645,all,DFM,2-1,Main Event: Middle Round 2
595646,244610,T1,13-8,Main Event: Middle Round 2
595646,244611,T1,13-8,Main Event: Middle Round 2
595646,all,T1,2-0,Main Event: Middle Round 2
595647,244613,FS,13-7,Main Event: Middle Round 3
595647,244614,DFM,13-9,Main Event: Middle Round 3
595647,244615,DFM,13-6,Main Event: Middle Round 3
595647,all,DFM,2-1,Main Event: Middle Round 3
595648,244616,PRX,13-10,Main Event: Middle Round 3
595648,244617,T1,13-9,Main Event: Middle Round 3
595648,244618,T1,13-8,Main Event: Middle Round 3
595648,all,T1,2-1,Main Event: Middle Round 3
595649,244619,T1,13-7,Main Event: Middle Round 4
595649,244620,T1,13-10,Main Event: Middle Round 4
595649,all,T1,2-0,Main Event: Middle Round 4
595650,244622,T1,13-7,Main Event: Middle Final
595650,244623,T1,13-2,Main Event: Middle Final
595650,244624,T1,19-17,Main Event: Middle Final
595650,all,T1,3-0,Main Event: Middle Final
595651,244627,TS,13-4,Main Event: Lower Round 1
595651,244628,ZETA,13-4,Main Event: Lower Round 1
595651,244629,ZETA,13-11,Main Event: Lower Round 1
595651,all,ZETA,2-1,Main Event: Lower Round 1
595652,244630,GEN,13-10,Main Event: Lower Round 1
595652,244631,VL,20-18,Main Event: Lower Round 1
595652,244632,GEN,13-9,Main Event: Lower Round 1
595652,all,GEN,2-1,Main Event: Lower Round 1
595653,244633,KRX,13-7,Main Event: Lower Round 2
595653,244634,ZETA,13-7,Main Event: Lower Round 2
595653,244635,KRX,13-9,Main Event: Lower Round 2
595653,all,KRX,2-1,Main Event: Lower Round 2
595654,244636,GEN,15-13,Main Event: Lower Round 2
595654,244637,GE,13-11,Main Event: Lower Round 2
595654,244638,GE,13-11,Main Event: Lower Round 2
595654,all,GE,2-1,Main Event: Lower Round 2
595655,244639,KRX,13-3,Main Event: Lower Round 3
595655,244640,KRX,13-9,Main Event: Lower Round 3
595655,all,KRX,2-0,Main Event: Lower Round 3
595656,244642,PRX,13-10,Main Event: Lower Round 3
595656,244643,GE,13-6,Main Event: Lower Round 3
595656,244644,PRX,14-12,Main Event: Lower Round 3
595656,all,PRX,2-1,Main Event: Lower Round 3
595657,244645,PRX,13-11,Main Event: Lower Round 4
595657,244646,KRX,13-8,Main Event: Lower Round 4
595657,244647,PRX,13-10,Main Event: Lower Round 4
595657,all,PRX,2-1,Main Event: Lower Round 4
595658,244648,PRX,13-11,Main Event: Lower Round 5
595658,244649,PRX,13-2,Main Event: Lower Round 5
595658,all,PRX,2-0,Main Event: Lower Round 5
595659,244651,PRX,13-8,Main Event: Lower Final
595659,244652,RRQ,13-10,Main Event: Lower Final
595659,244653,PRX,13-10,Main Event: Lower Final
595659,244654,PRX,13-10,Main Event: Lower Final
595659,all,PRX,3-1,Main Event: Lower Final
596398,244775,C9,13-7,Main Event: Upper Round 1
596398,244776,C9,13-11,Main Event: Upper Round 1
596398,all,C9,2-0,Main Event: Upper Round 1
596399,244778,EG,13-9,Main Event: Upper Round 1
596399,244779,ENVY,13-10,Main Event: Upper Round 1
596399,244780,ENVY,13-9,Main Event: Upper Round 1
596399,all,ENVY,2-1,Main Event: Upper Round 1
596400,244781,KRÜ,13-10,Main Event: Upper Round 1
596400,244782,FUR,13-8,Main Event: Upper Round 1
596400,244783,FUR,13-5,Main Event: Upper Round 1
596400,all,FUR,2-1,Main Event: Upper Round 1
596401,244784,100T,13-9,Main Event: Upper Round 1
596401,244785,LEV,13-10,Main Event: Upper Round 1
596401,244786,100T,13-9,Main Event: Upper Round 1
596401,all,100T,2-1,Main Event: Upper Round 1
596402,244787,NRG,13-2,Main Event: Upper Round 2
596402,244788,NRG,13-9,Main Event: Upper Round 2
596402,all,NRG,2-0,Main Event: Upper Round 2
596403,244790,MIBR,13-7,Main Event: Upper Round 2
596403,244791,MIBR,13-11,Main Event: Upper Round 2
596403,all,MIBR,2-0,Main Event: Upper Round 2
596404,244793,FUR,13-5,Main Event: Upper Round 2
596404,244794,FUR,13-11,Main Event: Upper Round 2
596404,all,FUR,2-0,Main Event: Upper Round 2
596405,244796,G2,13-11,Main Event: Upper Round 2
596405,244797,100T,13-3,Main Event: Upper Round 2
596405,244798,G2,13-8,Main Event: Upper Round 2
596405,all,G2,2-1,Main Event: Upper Round 2
596406,244799,NRG,13-6,Main Event: Upper Round 3
596406,244800,MIBR,13-11,Main Event: Upper Round 3
596406,244801,MIBR,13-8,Main Event: Upper Round 3
596406,all,MIBR,2-1,Main Event: Upper Round 3
596407,244802,FUR,13-7,Main Event: Upper Round 3
596407,244803,G2,13-6,Main Event: Upper Round 3
596407,244804,FUR,13-3,Main Event: Upper Round 3
596407,all,FUR,2-1,Main Event: Upper Round 3
596408,244805,MIBR,13-8,Main Event: Upper Final
596408,244806,FUR,13-8,Main Event: Upper Final
596408,244807,FUR,13-11,Main Event: Upper Final
596408,244808,MIBR,13-2,Main Event: Upper Final
596408,244809,FUR,13-8,Main Event: Upper Final
596408,all,FUR,3-2,Main Event: Upper Final
596409,244810,LOUD,13-11,Main Event: Middle Round 1
596409,244812,100T,13-6,Main Event: Middle Round 1
596409,249108,100T,13-2,Main Event: Middle Round 1
596409,all,100T,2-1,Main Event: Middle Round 1
596410,244813,SEN,13-8,Main Event: Middle Round 1
596410,244814,SEN,13-11,Main Event: Middle Round 1
596410,all,SEN,2-0,Main Event: Middle Round 1
596411,244816,KRÜ,13-9,Main Event: Middle Round 1
596411,244817,ENVY,13-5,Main Event: Middle Round 1
596411,244818,ENVY,13-9,Main Event: Middle Round 1
596411,all,ENVY,2-1,Main Event: Middle Round 1
596412,244819,C9,13-3,Main Event: Middle Round 1
596412,244820,C9,13-8,Main Event: Middle Round 1
596412,all,C9,2-0,Main Event: Middle Round 1
596413,244822,100T,13-11,Main Event: Middle Round 2
596413,244823,100T,16-14,Main Event: Middle Round 2
596413,all,100T,2-0,Main Event: Middle Round 2
596414,244825,C9,20-18,Main Event: Middle Round 2
596414,244826,ENVY,13-8,Main Event: Middle Round 2
596414,244827,C9,13-11,Main Event: Middle Round 2
596414,all,C9,2-1,Main Event: Middle Round 2
596415,244828,NRG,13-9,Main Event: Middle Round 3
596415,244829,NRG,13-11,Main Event: Middle Round 3
596415,all,NRG,2-0,Main Event: Middle Round 3
596416,244831,G2,13-11,Main Event: Middle Round 3
596416,244832,G2,13-9,Main Event: Middle Round 3
596416,all,G2,2-0,Main Event: Middle Round 3
596417,244834,G2,13-3,Main Event: Middle Round 4
596417,244835,G2,13-8,Main Event: Middle Round 4
596417,all,G2,2-0,Main Event: Middle Round 4
596418,244837,G2,13-6,Main Event: Middle Final
596418,244838,G2,13-4,Main Event: Middle Final
596418,244839,G2,13-7,Main Event: Middle Final
596418,all,G2,3-0,Main Event: Middle Final
596419,244842,EG,13-5,Main Event: Lower Round 1
596419,244843,EG,14-12,Main Event: Lower Round 1
596419,all,EG,2-0,Main Event: Lower Round 1
596420,244845,LEV,13-4,Main Event: Lower Round 1
596420,244846,LEV,13-10,Main Event: Lower Round 1
596420,all,LEV,2-0,Main Event: Lower Round 1
596421,244848,EG,16-14,Main Event: Lower Round 2
596421,244849,EG,13-5,Main Event: Lower Round 2
596421,all,EG,2-0,Main Event: Lower Round 2
596422,244851,LEV,13-10,Main Event: Lower Round 2
596422,244852,LEV,14-12,Main Event: Lower Round 2
596422,all,LEV,2-0,Main Event: Lower Round 2
596423,244854,100T,13-11,Main Event: Lower Round 3
596423,244855,100T,15-13,Main Event: Lower Round 3
596423,all,100T,2-0,Main Event: Lower Round 3
596424,244857,C9,13-5,Main Event: Lower Round 3
596424,244858,C9,13-7,Main Event: Lower Round 3
596424,all,C9,2-0,Main Event: Lower Round 3
596425,244860,100T,14-12,Main Event: Lower Round 4
596425,244861,C9,13-11,Main Event: Lower Round 4
596425,244862,100T,13-2,Main Event: Lower Round 4
596425,all,100T,2-1,Main Event: Lower Round 4
596426,244863,NRG,13-3,Main Event: Lower Round 5
596426,244864,NRG,13-8,Main Event: Lower Round 5
596426,all,NRG,2-0,Main Event: Lower Round 5
596427,244866,MIBR,13-9,Main Event: Lower Final
596427,244867,MIBR,13-5,Main Event: Lower Final
596427,244868,NRG,13-10,Main Event: Lower Final
596427,244869,NRG,13-4,Main Event: Lower Final
596427,244870,NRG,13-5,Main Event: Lower Final
596427,all,NRG,3-2,Main Event: Lower Final
625788,254143,M8,13-11,Swiss Stage: Round 1
625788,254144,M8,13-7,Swiss Stage: Round 1
625788,all,M8,2-0,Swiss Stage: Round 1
625789,254146,TL,13-8,Swiss Stage: Round 1
625789,254147,TL,15-13,Swiss Stage: Round 1
625789,all,TL,2-0,Swiss Stage: Round 1
625790,254149,PRX,13-9,Swiss Stage: Round 1
625790,254150,PRX,13-5,Swiss Stage: Round 1
625790,all,PRX,2-0,Swiss Stage: Round 1
625791,254152,NRG,13-2,Swiss Stage: Round 1
625791,254153,NRG,13-10,Swiss Stage: Round 1
625791,all,NRG,2-0,Swiss Stage: Round 1
626529,254342,PRX,13-10,Swiss Stage: Round 2 (1-0)
626529,254343,NRG,13-10,Swiss Stage: Round 2 (1-0)
626529,254344,PRX,13-11,Swiss Stage: Round 2 (1-0)
626529,all,PRX,2-1,Swiss Stage: Round 2 (1-0)
626530,254345,M8,13-11,Swiss Stage: Round 2 (1-0)
